user_id,activity,start_time,end_time,location,activity_type,duration_minutes,device_used,mood,focus_level,interrupted,day_of_week,hour_of_day
1,Watching YouTube,2025-04-05 10:15,2025-04-05 11:00,home,leisure,45,phone,1,8,True,Saturday,10
1,Instagram scrolling,2025-04-05 11:05,2025-04-05 11:20,office,leisure,15,laptop,5,4,True,Saturday,11
1,Watching YouTube,2025-04-05 11:30,2025-04-05 11:50,office,leisure,20,none,2,3,False,Saturday,11
1,Cleaning desk,2025-04-05 11:50,2025-04-05 12:20,office,neutral,30,phone,1,9,False,Saturday,11
1,Email checking,2025-04-05 12:30,2025-04-05 13:30,home,neutral,60,phone,2,5,False,Saturday,12
1,Zoom call,2025-04-05 13:45,2025-04-05 14:05,park,productive,20,none,2,4,True,Saturday,13
1,Stretching,2025-04-05 14:05,2025-04-05 14:15,cafe,health,10,none,2,9,False,Saturday,14
1,Zoom call,2025-04-05 14:25,2025-04-05 15:55,office,productive,90,none,2,9,False,Saturday,14
1,Journal writing,2025-04-06 09:00,2025-04-06 09:45,office,reflective,45,laptop,3,6,False,Sunday,9
1,Writing article,2025-04-06 10:00,2025-04-06 11:30,cafe,productive,90,none,2,7,False,Sunday,10
1,Email checking,2025-04-06 11:40,2025-04-06 12:25,cafe,neutral,45,laptop,3,7,False,Sunday,11
1,Email checking,2025-04-06 12:35,2025-04-06 13:35,office,neutral,60,phone,4,7,True,Sunday,12
1,Reading book,2025-04-06 13:35,2025-04-06 14:20,cafe,leisure,45,none,5,4,True,Sunday,13
1,Reading paper,2025-04-06 14:20,2025-04-06 15:50,home,productive,90,none,2,5,False,Sunday,14
1,Lunch break,2025-04-06 15:50,2025-04-06 16:50,cafe,break,60,laptop,1,6,False,Sunday,15
1,Stretching,2025-04-06 17:05,2025-04-06 17:15,park,health,10,phone,1,6,False,Sunday,17
1,Email checking,2025-04-06 17:25,2025-04-06 18:55,cafe,neutral,90,laptop,5,5,False,Sunday,17
1,Instagram scrolling,2025-04-06 18:55,2025-04-06 19:25,office,leisure,30,phone,3,3,False,Sunday,18
1,Zoom call,2025-04-06 19:30,2025-04-06 19:45,home,productive,15,phone,1,6,False,Sunday,19
1,Email checking,2025-04-07 09:00,2025-04-07 09:30,cafe,neutral,30,phone,4,8,False,Monday,9
1,Email checking,2025-04-07 09:35,2025-04-07 09:45,home,neutral,10,none,1,7,False,Monday,9
1,Project planning,2025-04-07 09:55,2025-04-07 10:10,cafe,productive,15,phone,3,5,False,Monday,9
1,Project planning,2025-04-07 10:20,2025-04-07 10:30,cafe,productive,10,none,3,4,True,Monday,10
1,Stretching,2025-04-07 10:45,2025-04-07 11:00,home,health,15,phone,5,10,False,Monday,10
1,Stretching,2025-04-07 11:00,2025-04-07 11:10,home,health,10,phone,2,6,False,Monday,11
1,Stretching,2025-04-07 11:25,2025-04-07 11:55,park,health,30,laptop,2,4,False,Monday,11
1,Project planning,2025-04-07 12:05,2025-04-07 12:15,park,productive,10,none,5,7,False,Monday,12
1,Zoom call,2025-04-07 12:30,2025-04-07 13:15,cafe,productive,45,none,2,10,False,Monday,12
1,Cleaning desk,2025-04-07 13:30,2025-04-07 14:15,home,neutral,45,none,4,6,False,Monday,13
1,Instagram scrolling,2025-04-07 14:15,2025-04-07 14:30,cafe,leisure,15,none,3,10,False,Monday,14
1,Podcast listening,2025-04-07 14:35,2025-04-07 14:45,office,learning,10,none,5,3,False,Monday,14
1,Code review,2025-04-07 14:45,2025-04-07 16:15,park,productive,90,phone,4,10,False,Monday,14
1,Lunch break,2025-04-07 16:25,2025-04-07 17:25,cafe,break,60,phone,5,6,True,Monday,16
1,Lunch break,2025-04-07 17:40,2025-04-07 18:00,park,break,20,phone,2,9,False,Monday,17
1,Instagram scrolling,2025-04-08 09:00,2025-04-08 09:45,cafe,leisure,45,laptop,4,6,False,Tuesday,9
1,Online course,2025-04-08 09:50,2025-04-08 10:10,office,learning,20,laptop,3,6,False,Tuesday,9
1,Podcast listening,2025-04-08 10:25,2025-04-08 10:35,office,learning,10,none,5,8,False,Tuesday,10
1,Journal writing,2025-04-08 10:35,2025-04-08 10:45,cafe,reflective,10,laptop,4,7,False,Tuesday,10
1,Walking dog,2025-04-08 10:50,2025-04-08 11:35,office,health,45,phone,3,10,False,Tuesday,10
1,Reading paper,2025-04-08 11:40,2025-04-08 11:55,cafe,productive,15,laptop,4,4,True,Tuesday,11
1,Walking dog,2025-04-08 12:05,2025-04-08 13:05,home,health,60,phone,4,3,True,Tuesday,12
1,Meditation,2025-04-08 13:15,2025-04-08 13:45,office,health,30,laptop,3,8,False,Tuesday,13
1,Online course,2025-04-08 14:00,2025-04-08 14:45,park,learning,45,laptop,1,4,False,Tuesday,14
1,Instagram scrolling,2025-04-08 14:50,2025-04-08 15:00,park,leisure,10,laptop,5,5,False,Tuesday,14
1,Coffee break,2025-04-08 15:05,2025-04-08 15:35,park,break,30,none,4,5,False,Tuesday,15
1,Podcast listening,2025-04-08 15:50,2025-04-08 16:05,home,learning,15,none,4,5,False,Tuesday,15
1,Podcast listening,2025-04-09 09:00,2025-04-09 09:20,office,learning,20,laptop,1,10,True,Wednesday,9
1,Lunch break,2025-04-09 09:30,2025-04-09 09:40,home,break,10,phone,2,3,False,Wednesday,9
1,Stretching,2025-04-09 09:45,2025-04-09 10:30,office,health,45,phone,5,8,False,Wednesday,9
1,Coffee break,2025-04-09 10:35,2025-04-09 11:20,park,break,45,phone,5,3,True,Wednesday,10
1,Podcast listening,2025-04-09 11:35,2025-04-09 12:05,park,learning,30,laptop,4,6,False,Wednesday,11
1,Reading book,2025-04-09 12:05,2025-04-09 13:05,home,leisure,60,phone,3,10,True,Wednesday,12
1,Lunch break,2025-04-09 13:05,2025-04-09 13:25,cafe,break,20,laptop,4,3,True,Wednesday,13
1,Meditation,2025-04-09 13:40,2025-04-09 15:10,cafe,health,90,laptop,2,10,False,Wednesday,13
1,Walking dog,2025-04-09 15:15,2025-04-09 15:25,office,health,10,none,3,10,False,Wednesday,15
1,Podcast listening,2025-04-10 09:00,2025-04-10 10:00,cafe,learning,60,none,2,9,True,Thursday,9
1,Email checking,2025-04-10 10:00,2025-04-10 11:00,home,neutral,60,laptop,3,10,False,Thursday,10
1,Reading book,2025-04-10 11:05,2025-04-10 11:25,park,leisure,20,laptop,1,3,False,Thursday,11
1,Project planning,2025-04-10 11:25,2025-04-10 11:35,park,productive,10,none,1,6,False,Thursday,11
1,Reading book,2025-04-10 11:50,2025-04-10 13:20,park,leisure,90,laptop,2,8,False,Thursday,11
1,Instagram scrolling,2025-04-10 13:20,2025-04-10 14:05,office,leisure,45,phone,5,7,False,Thursday,13
1,Email checking,2025-04-10 14:20,2025-04-10 14:30,cafe,neutral,10,laptop,2,4,True,Thursday,14
1,Writing article,2025-04-10 14:40,2025-04-10 16:10,park,productive,90,phone,3,5,False,Thursday,14
1,Reading book,2025-04-10 16:20,2025-04-10 16:30,office,leisure,10,laptop,2,10,False,Thursday,16
1,Code review,2025-04-10 16:30,2025-04-10 17:30,park,productive,60,laptop,4,10,False,Thursday,16
1,Email checking,2025-04-11 07:00,2025-04-11 08:30,home,neutral,90,laptop,3,3,False,Friday,7
1,Journal writing,2025-04-11 08:35,2025-04-11 10:05,cafe,reflective,90,laptop,2,9,True,Friday,8
1,Lunch break,2025-04-11 10:20,2025-04-11 10:50,park,break,30,phone,2,5,False,Friday,10
1,Lunch break,2025-04-11 11:05,2025-04-11 12:35,park,break,90,laptop,5,5,True,Friday,11
1,Reading book,2025-04-11 12:50,2025-04-11 13:10,park,leisure,20,none,4,9,False,Friday,12
1,Meditation,2025-04-11 13:10,2025-04-11 13:25,cafe,health,15,laptop,5,6,False,Friday,13
1,Reading book,2025-04-11 13:35,2025-04-11 14:05,park,leisure,30,laptop,5,10,False,Friday,13
1,Debugging code,2025-04-11 14:05,2025-04-11 14:15,park,productive,10,phone,4,7,True,Friday,14
1,Reading book,2025-04-11 14:25,2025-04-11 15:25,office,leisure,60,none,1,8,False,Friday,14
1,Zoom call,2025-04-12 09:00,2025-04-12 09:45,office,productive,45,laptop,5,3,True,Saturday,9
1,Lunch break,2025-04-12 09:50,2025-04-12 10:10,office,break,20,laptop,2,10,True,Saturday,9
1,Zoom call,2025-04-12 10:15,2025-04-12 11:45,park,productive,90,none,5,3,False,Saturday,10
1,Instagram scrolling,2025-04-12 11:50,2025-04-12 12:35,park,leisure,45,phone,4,3,False,Saturday,11
1,Podcast listening,2025-04-12 12:35,2025-04-12 13:05,cafe,learning,30,none,1,4,False,Saturday,12
1,Cleaning desk,2025-04-12 13:15,2025-04-12 13:45,park,neutral,30,none,5,3,False,Saturday,13
1,Zoom call,2025-04-12 13:45,2025-04-12 13:55,cafe,productive,10,laptop,4,3,False,Saturday,13
1,Stretching,2025-04-12 14:00,2025-04-12 15:30,home,health,90,laptop,2,3,False,Saturday,14
1,Watching YouTube,2025-04-12 15:45,2025-04-12 16:15,park,leisure,30,phone,1,4,False,Saturday,15
1,Podcast listening,2025-04-12 16:15,2025-04-12 16:45,cafe,learning,30,none,5,5,False,Saturday,16
1,Zoom call,2025-04-13 09:00,2025-04-13 10:30,cafe,productive,90,phone,2,9,False,Sunday,9
1,Walking dog,2025-04-13 10:30,2025-04-13 10:50,park,health,20,phone,5,5,False,Sunday,10
1,Email checking,2025-04-13 10:55,2025-04-13 11:05,cafe,neutral,10,none,5,10,False,Sunday,10
1,Writing article,2025-04-13 11:10,2025-04-13 11:25,park,productive,15,none,1,4,False,Sunday,11
1,Code review,2025-04-13 11:40,2025-04-13 11:55,park,productive,15,phone,2,9,False,Sunday,11
1,Writing article,2025-04-13 12:05,2025-04-13 12:35,park,productive,30,laptop,4,10,False,Sunday,12
1,Watching YouTube,2025-04-13 12:50,2025-04-13 13:00,park,leisure,10,phone,2,8,False,Sunday,12
1,Email checking,2025-04-13 13:05,2025-04-13 13:15,park,neutral,10,none,2,7,False,Sunday,13
1,Cleaning desk,2025-04-13 13:25,2025-04-13 13:35,home,neutral,10,none,3,5,True,Sunday,13
1,Debugging code,2025-04-13 13:45,2025-04-13 14:45,cafe,productive,60,laptop,4,4,False,Sunday,13
1,Coffee break,2025-04-13 14:55,2025-04-13 15:40,office,break,45,phone,3,4,False,Sunday,14
1,Reading book,2025-04-14 07:00,2025-04-14 08:00,park,leisure,60,laptop,4,6,False,Monday,7
1,Journal writing,2025-04-14 08:10,2025-04-14 08:25,cafe,reflective,15,laptop,3,3,False,Monday,8
1,Journal writing,2025-04-14 08:35,2025-04-14 10:05,home,reflective,90,laptop,4,10,False,Monday,8
1,Coffee break,2025-04-14 10:20,2025-04-14 10:30,office,break,10,none,3,7,False,Monday,10
1,Reading paper,2025-04-14 10:45,2025-04-14 11:30,cafe,productive,45,laptop,5,6,True,Monday,10
1,Cleaning desk,2025-04-14 11:30,2025-04-14 12:30,cafe,neutral,60,laptop,5,7,False,Monday,11
1,Online course,2025-04-14 12:40,2025-04-14 13:25,cafe,learning,45,laptop,3,6,False,Monday,12
1,Coffee break,2025-04-14 13:30,2025-04-14 13:45,park,break,15,none,3,3,True,Monday,13
1,Podcast listening,2025-04-14 13:45,2025-04-14 14:05,home,learning,20,phone,2,6,False,Monday,13
1,Journal writing,2025-04-15 09:00,2025-04-15 09:15,office,reflective,15,laptop,4,6,False,Tuesday,9
1,Email checking,2025-04-15 09:25,2025-04-15 09:35,home,neutral,10,phone,4,3,False,Tuesday,9
1,Stretching,2025-04-15 09:45,2025-04-15 10:15,home,health,30,phone,3,10,False,Tuesday,9
1,Online course,2025-04-15 10:30,2025-04-15 11:15,park,learning,45,phone,2,3,True,Tuesday,10
1,Reading book,2025-04-15 11:25,2025-04-15 11:40,office,leisure,15,laptop,5,5,False,Tuesday,11
1,Zoom call,2025-04-15 11:50,2025-04-15 12:20,home,productive,30,none,4,10,False,Tuesday,11
1,Project planning,2025-04-15 12:30,2025-04-15 14:00,home,productive,90,phone,4,4,False,Tuesday,12
1,Online course,2025-04-15 14:10,2025-04-15 15:10,cafe,learning,60,laptop,4,3,False,Tuesday,14
1,Watching YouTube,2025-04-15 15:10,2025-04-15 15:30,park,leisure,20,phone,5,3,True,Tuesday,15
1,Code review,2025-04-16 09:00,2025-04-16 09:10,park,productive,10,none,2,10,False,Wednesday,9
1,Email checking,2025-04-16 09:20,2025-04-16 09:35,home,neutral,15,laptop,4,3,False,Wednesday,9
1,Online course,2025-04-16 09:35,2025-04-16 10:35,office,learning,60,phone,4,4,False,Wednesday,9
1,Cleaning desk,2025-04-16 10:35,2025-04-16 10:50,office,neutral,15,none,5,7,False,Wednesday,10
1,Stretching,2025-04-16 11:00,2025-04-16 11:45,park,health,45,laptop,3,9,False,Wednesday,11
1,Instagram scrolling,2025-04-16 11:50,2025-04-16 12:10,office,leisure,20,none,3,8,False,Wednesday,11
1,Writing article,2025-04-16 12:10,2025-04-16 12:40,cafe,productive,30,phone,2,4,False,Wednesday,12
1,Team meeting,2025-04-16 12:40,2025-04-16 14:10,cafe,productive,90,phone,3,10,False,Wednesday,12
1,Cleaning desk,2025-04-16 14:20,2025-04-16 14:30,cafe,neutral,10,phone,2,5,True,Wednesday,14
1,Journal writing,2025-04-16 14:30,2025-04-16 16:00,office,reflective,90,phone,3,4,False,Wednesday,14
1,Project planning,2025-04-17 07:00,2025-04-17 07:15,home,productive,15,none,5,6,False,Thursday,7
1,Watching YouTube,2025-04-17 07:30,2025-04-17 08:30,home,leisure,60,laptop,3,8,False,Thursday,7
1,Lunch break,2025-04-17 08:35,2025-04-17 10:05,office,break,90,none,2,7,False,Thursday,8
1,Journal writing,2025-04-17 10:05,2025-04-17 11:35,home,reflective,90,none,1,9,False,Thursday,10
1,Reading paper,2025-04-17 11:50,2025-04-17 12:50,cafe,productive,60,laptop,1,3,False,Thursday,11
1,Debugging code,2025-04-17 12:55,2025-04-17 13:05,office,productive,10,laptop,2,4,False,Thursday,12
1,Coffee break,2025-04-17 13:10,2025-04-17 13:30,cafe,break,20,none,5,8,False,Thursday,13
1,Instagram scrolling,2025-04-17 13:45,2025-04-17 15:15,park,leisure,90,laptop,1,4,False,Thursday,13
1,Coffee break,2025-04-17 15:25,2025-04-17 15:45,park,break,20,laptop,4,8,True,Thursday,15
1,Reading book,2025-04-17 15:50,2025-04-17 16:20,office,leisure,30,laptop,5,9,False,Thursday,15
1,Team meeting,2025-04-17 16:30,2025-04-17 17:15,office,productive,45,none,1,10,False,Thursday,16
1,Cleaning desk,2025-04-17 17:30,2025-04-17 18:15,park,neutral,45,laptop,1,6,False,Thursday,17
1,Reading book,2025-04-17 18:25,2025-04-17 19:25,park,leisure,60,none,4,8,False,Thursday,18
1,Podcast listening,2025-04-17 19:35,2025-04-17 19:50,cafe,learning,15,none,4,7,False,Thursday,19
1,Online course,2025-04-18 08:00,2025-04-18 08:45,home,learning,45,laptop,1,10,False,Friday,8
1,Cleaning desk,2025-04-18 08:50,2025-04-18 09:20,office,neutral,30,laptop,3,5,False,Friday,8
1,Reading book,2025-04-18 09:20,2025-04-18 10:50,office,leisure,90,none,5,5,False,Friday,9
1,Writing article,2025-04-18 11:05,2025-04-18 11:15,park,productive,10,laptop,1,9,False,Friday,11
1,Podcast listening,2025-04-18 11:30,2025-04-18 11:45,park,learning,15,none,1,4,True,Friday,11
1,Coffee break,2025-04-18 11:50,2025-04-18 12:35,office,break,45,phone,3,4,False,Friday,11
1,Email checking,2025-04-18 12:45,2025-04-18 13:00,home,neutral,15,none,2,5,True,Friday,12
1,Project planning,2025-04-18 13:00,2025-04-18 13:20,park,productive,20,laptop,3,3,False,Friday,13
1,Reading book,2025-04-18 13:30,2025-04-18 14:00,park,leisure,30,none,4,4,False,Friday,13
1,Coffee break,2025-04-18 14:10,2025-04-18 15:40,office,break,90,none,2,4,False,Friday,14
1,Online course,2025-04-18 15:40,2025-04-18 15:50,home,learning,10,none,1,9,False,Friday,15
1,Podcast listening,2025-04-18 15:55,2025-04-18 17:25,cafe,learning,90,none,3,5,True,Friday,15
1,Online course,2025-04-18 17:30,2025-04-18 18:30,home,learning,60,none,2,8,False,Friday,17
1,Team meeting,2025-04-18 18:30,2025-04-18 18:50,cafe,productive,20,none,5,4,False,Friday,18
1,Journal writing,2025-04-19 08:00,2025-04-19 08:15,cafe,reflective,15,phone,4,7,False,Saturday,8
1,Online course,2025-04-19 08:30,2025-04-19 10:00,office,learning,90,phone,4,5,False,Saturday,8
1,Coffee break,2025-04-19 10:00,2025-04-19 10:20,home,break,20,phone,1,9,False,Saturday,10
1,Writing article,2025-04-19 10:20,2025-04-19 10:30,office,productive,10,phone,2,7,False,Saturday,10
1,Reading book,2025-04-19 10:45,2025-04-19 11:45,home,leisure,60,none,3,8,False,Saturday,10
1,Stretching,2025-04-19 11:55,2025-04-19 12:25,cafe,health,30,laptop,1,3,False,Saturday,11
1,Stretching,2025-04-19 12:30,2025-04-19 12:40,park,health,10,phone,3,6,False,Saturday,12
1,Email checking,2025-04-19 12:40,2025-04-19 12:55,park,neutral,15,phone,2,4,False,Saturday,12
1,Reading book,2025-04-19 13:00,2025-04-19 14:00,park,leisure,60,none,3,6,True,Saturday,13
1,Writing article,2025-04-19 14:15,2025-04-19 15:45,cafe,productive,90,phone,5,5,False,Saturday,14
1,Zoom call,2025-04-19 15:45,2025-04-19 16:45,home,productive,60,phone,4,5,True,Saturday,15
1,Writing article,2025-04-19 16:50,2025-04-19 17:00,home,productive,10,none,1,4,False,Saturday,16
1,Journal writing,2025-04-19 17:15,2025-04-19 17:35,cafe,reflective,20,none,1,3,False,Saturday,17
1,Code review,2025-04-19 17:35,2025-04-19 19:05,park,productive,90,laptop,5,4,True,Saturday,17
1,Journal writing,2025-04-19 19:10,2025-04-19 19:40,office,reflective,30,phone,4,4,False,Saturday,19
1,Debugging code,2025-04-20 08:00,2025-04-20 08:10,office,productive,10,none,5,8,False,Sunday,8
1,Reading book,2025-04-20 08:10,2025-04-20 09:40,office,leisure,90,laptop,2,6,False,Sunday,8
1,Instagram scrolling,2025-04-20 09:55,2025-04-20 10:40,park,leisure,45,phone,4,6,False,Sunday,9
1,Walking dog,2025-04-20 10:55,2025-04-20 11:10,home,health,15,laptop,1,4,True,Sunday,10
1,Coffee break,2025-04-20 11:25,2025-04-20 11:35,office,break,10,phone,3,5,False,Sunday,11
1,Coffee break,2025-04-20 11:40,2025-04-20 11:55,park,break,15,none,2,3,False,Sunday,11
1,Cleaning desk,2025-04-20 12:00,2025-04-20 13:00,cafe,neutral,60,laptop,3,4,False,Sunday,12
1,Team meeting,2025-04-20 13:15,2025-04-20 13:30,park,productive,15,phone,4,10,False,Sunday,13
1,Journal writing,2025-04-21 09:00,2025-04-21 09:30,home,reflective,30,phone,2,3,True,Monday,9
1,Online course,2025-04-21 09:40,2025-04-21 11:10,office,learning,90,laptop,2,7,False,Monday,9
1,Journal writing,2025-04-21 11:15,2025-04-21 12:45,office,reflective,90,none,4,5,True,Monday,11
1,Code review,2025-04-21 13:00,2025-04-21 13:10,office,productive,10,none,2,9,False,Monday,13
1,Journal writing,2025-04-21 13:20,2025-04-21 13:40,home,reflective,20,none,4,8,False,Monday,13
1,Email checking,2025-04-21 13:40,2025-04-21 14:10,park,neutral,30,none,1,6,False,Monday,13
1,Project planning,2025-04-21 14:10,2025-04-21 14:55,cafe,productive,45,none,1,6,False,Monday,14
1,Watching YouTube,2025-04-21 15:00,2025-04-21 16:00,cafe,leisure,60,laptop,4,10,False,Monday,15
1,Zoom call,2025-04-21 16:05,2025-04-21 16:15,cafe,productive,10,phone,4,9,False,Monday,16
1,Reading book,2025-04-21 16:25,2025-04-21 17:55,home,leisure,90,none,5,7,False,Monday,16
1,Zoom call,2025-04-21 17:55,2025-04-21 18:25,home,productive,30,none,5,9,False,Monday,17
1,Lunch break,2025-04-21 18:35,2025-04-21 18:55,cafe,break,20,none,2,10,False,Monday,18
1,Lunch break,2025-04-21 18:55,2025-04-21 19:05,office,break,10,laptop,3,4,False,Monday,18
1,Watching YouTube,2025-04-21 19:20,2025-04-21 19:40,cafe,leisure,20,phone,5,3,False,Monday,19
1,Reading paper,2025-04-21 19:45,2025-04-21 20:05,park,productive,20,phone,2,3,False,Monday,19
1,Coffee break,2025-04-22 08:00,2025-04-22 08:20,office,break,20,none,4,6,True,Tuesday,8
1,Debugging code,2025-04-22 08:35,2025-04-22 09:20,park,productive,45,phone,3,6,False,Tuesday,8
1,Online course,2025-04-22 09:35,2025-04-22 11:05,home,learning,90,none,4,5,False,Tuesday,9
1,Journal writing,2025-04-22 11:10,2025-04-22 12:40,office,reflective,90,none,4,7,True,Tuesday,11
1,Writing article,2025-04-22 12:45,2025-04-22 14:15,park,productive,90,laptop,2,8,False,Tuesday,12
1,Reading paper,2025-04-22 14:20,2025-04-22 15:20,cafe,productive,60,none,1,3,False,Tuesday,14
1,Code review,2025-04-22 15:30,2025-04-22 15:40,office,productive,10,phone,3,10,False,Tuesday,15
1,Walking dog,2025-04-22 15:55,2025-04-22 17:25,park,health,90,phone,3,7,False,Tuesday,15
1,Project planning,2025-04-22 17:35,2025-04-22 17:45,office,productive,10,phone,4,9,False,Tuesday,17
1,Debugging code,2025-04-22 17:55,2025-04-22 19:25,park,productive,90,none,4,10,False,Tuesday,17
1,Cleaning desk,2025-04-22 19:30,2025-04-22 20:00,office,neutral,30,phone,5,9,False,Tuesday,19
1,Journal writing,2025-04-22 20:00,2025-04-22 20:10,home,reflective,10,phone,3,7,False,Tuesday,20
1,Cleaning desk,2025-04-22 20:15,2025-04-22 20:35,office,neutral,20,laptop,4,9,True,Tuesday,20
1,Reading paper,2025-04-22 20:35,2025-04-22 21:35,home,productive,60,none,2,8,False,Tuesday,20
1,Reading paper,2025-04-22 21:45,2025-04-22 22:05,cafe,productive,20,none,4,6,False,Tuesday,21
1,Zoom call,2025-04-23 08:00,2025-04-23 08:20,park,productive,20,phone,5,7,False,Wednesday,8
1,Reading book,2025-04-23 08:20,2025-04-23 08:30,office,leisure,10,phone,4,8,False,Wednesday,8
1,Team meeting,2025-04-23 08:30,2025-04-23 08:45,office,productive,15,laptop,4,4,True,Wednesday,8
1,Online course,2025-04-23 08:45,2025-04-23 09:45,cafe,learning,60,laptop,3,9,True,Wednesday,8
1,Podcast listening,2025-04-23 09:45,2025-04-23 10:30,home,learning,45,phone,5,7,False,Wednesday,9
1,Stretching,2025-04-23 10:30,2025-04-23 10:40,home,health,10,phone,1,3,True,Wednesday,10
1,Watching YouTube,2025-04-23 10:40,2025-04-23 10:55,park,leisure,15,phone,2,4,True,Wednesday,10
